product_id,description,avg_price,total_units_sold,total_revenue
23346,SPACEBOY BEAKER,1.5186559139784948,2628,3112.34
21352,EUCALYPTUS & PINECONE  WREATH,5.293647798742139,880,3110.2799999999997
21272,SALLE DE BAIN HOOK,1.6387209302325583,2348,3109.83
22406,MONEY BOX KINGS CHOICE DESIGN,1.467685185185185,2451,3104.35
22891,TEA FOR ONE POLKADOT,5.596608695652174,644,3103.7
22177,5 HOOK BLACKBOARD ORGANISER,11.89312,325,3101.46
22972,CHILDREN'S SPACEBOY MUG,1.995774058577406,1810,3100.94
47504K,ENGLISH ROSE GARDEN SECATEURS,1.8726498422712934,2654,3096.08
22572,ROCKING HORSE GREEN CHRISTMAS,1.0399731903485254,3439,3087.18
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1.7566390041493773,2338,3083.82
79072,TEATIME CAKE TIN WITH HANDLE,12.714485981308412,284,3083.2
21707,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",5.066811594202899,775,3077.01
84279B,CHERRY BLOSSOM DECORATIVE FLASK,4.296511627906977,808,3076.92
21765,HANGING METAL BIRD BATH,9.029794520547947,371,3076.3900000000003
22347,PIZZA SLICE DISH,1.6698230088495576,2680,3074.18
23188,VINTAGE  2 METER FOLDING RULER,1.8808196721311474,1844,3073.7200000000003
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,5.338298611111111,604,3073.43
22154,ANGEL DECORATION 3 BUTTONS,0.5343768996960486,7114,3073.32
84912B,GREEN ROSE WASHBAG,3.5072030651340995,1125,3072.64
22473,TV DINNER TRAY VINTAGE PAISLEY,5.201387559808612,811,3070.92
22757,LARGE RED BABUSHKA NOTEBOOK,1.519105431309904,2696,3070.18
21206,STRAWBERRY HONEYCOMB  GARLAND,1.8592916666666666,2155,3067.9
21537,RED RETROSPOT PUDDING BOWL,4.668387096774194,711,3065.45
22963,JAM JAR WITH GREEN LID,1.073625,3670,3060.43
20985,HEART CALCULATOR,1.5422333333333333,2370,3047.99
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,4.753529411764706,701,3047.91
21408,SPOTTY PINK DUCK DOORSTOP,5.908458333333333,703,3045.31
22754,SMALL RED BABUSHKA NOTEBOOK,0.994507042253521,3924,3044.8599999999997
23461,SWEETHEART BIRD HOUSE,4.551500000000001,847,3041.21
23329,DECORATIVE WICKER HEART LARGE,1.7691199999999998,1767,3038.19
22208,WOOD STAMP SET THANK YOU,1.5570748299319728,2366,3036.9500000000003
22037,ROBOT BIRTHDAY CARD,0.521748031496063,7054,3035.7
21588,RETRO SPOT GIANT  TUBE MATCHES,2.5240384615384617,1295,3034.9500000000003
15044C,PURPLE PAPER PARASOL,3.820387931034483,967,3027.2599999999998
23242,TREASURE TIN BUFFALO BILL,2.2825345622119815,1470,3024.63
23237,SET OF 4 KNICK KNACK TINS LEAF,4.271626016260163,747,3020.61
22067,CHOC TRUFFLE GOLD TRINKET POT,2.096968503937008,1855,3019.32
21626,VINTAGE UNION JACK PENNANT,2.3283009708737863,1496,3017.0699999999997
22349,"DOG BOWL , CHASING BALL DESIGN",4.172205882352941,754,3014.3
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,0.9221259842519685,3431,3012.78
22202,MILK PAN PINK RETROSPOT,5.120486486486486,743,3011.2400000000002
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1.664025974025974,2207,3008.82
23236,DOILEY STORAGE TIN,3.103008130081301,1094,3004.46
22712,CARD DOLLY GIRL,0.5518664047151277,7295,3002.42
22755,SMALL PURPLE BABUSHKA NOTEBOOK,0.9772189349112426,3776,2997.63
84912A,PINK ROSE WASHBAG,3.620258620689655,1094,2996.44
23390,DOLLY GIRL MINI BACKPACK,4.392682926829269,739,2992.3900000000003
22132,RED LOVE HEART SHAPE CUP,1.149254498714653,3345,2989.81
22925,BLUE GIANT GARDEN THERMOMETER,6.48421875,488,2989.52
21507,"ELEPHANT, BIRTHDAY CARD,",0.49518367346938774,7113,2980.63
21354,TOAST ITS - BEST MUM,1.4986238532110092,2476,2979.46
22375,AIRLINE BAG VINTAGE JET SET BROWN,5.488701754385965,590,2969.29
22519,CHILDS GARDEN BRUSH PINK,2.477846153846154,1425,2968.77
21706,"FOLDING UMBRELLA , RED/WHITE SPOT",5.286153846153846,916,2962.82
22905,CALENDAR IN SEASON DESIGN,2.9630769230769234,1077,2957.17
22674,FRENCH TOILET SIGN BLUE METAL,1.4519666666666666,2377,2956.33
22664,TOY TIDY DOLLY GIRL DESIGN,2.761428571428571,1429,2954.19
22816,CARD MOTORBIKE SANTA,0.4823006833712984,6856,2950.93
22927,GREEN GIANT GARDEN THERMOMETER,6.695493827160495,468,2948.57
23211,RED ROCKING HORSE HAND PAINTED,1.5651851851851852,2329,2930.57
22071,SMALL WHITE RETROSPOT MUG IN BOX,3.8278531073446325,1147,2929.75
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,2.475277777777778,1400,2927.49
85049D,BRIGHT BLUES RIBBONS,1.320909090909091,2330,2922.96
21948,SET OF 6 CAKE CHOPSTICKS,1.8755762081784386,2293,2921.36
21214,SET OF 72 IVORY PAPER DOILIES,1.9927722772277228,2006,2920.8199999999997
22990,COTTON APRON PANTRY DESIGN,5.315301204819277,633,2917.43
21592,RETROSPOT CIGAR BOX MATCHES,1.1606101694915254,2772,2900.46
22518,CHILDS GARDEN BRUSH BLUE,2.545430711610487,1398,2899.7999999999997
23290,SPACEBOY CHILDRENS BOWL,1.4357009345794394,2430,2890.35
22184,CAKE STAND VICTORIAN FILIGREE LARGE,9.19986301369863,389,2887.07
21584,RETROSPOT SMALL TUBE MATCHES,1.6482905982905982,1764,2886.6
23345,DOLLY GIRL BEAKER,1.5064204545454545,2451,2886.25
22955,36 FOIL STAR CAKE CASES,2.2595312499999998,1448,2885.2599999999998
22811,SET OF 6 T-LIGHTS CACTI,4.010921985815602,1021,2884.13
23283,DOORMAT VINTAGE LEAVES DESIGN,7.847912087912087,430,2881.18
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,6.182564102564102,960,2879.37
21240,BLUE  SPOTTY CUP,0.9885714285714285,3390,2877.47
21465,PINK FLOWER CROCHET FOOD COVER,4.030588235294117,793,2875.64
21821,GLITTER STAR GARLAND WITH BELLS,4.836602564102564,713,2866.6
22072,TEA CUP AND SAUCER RETRO SPOT,4.624892086330935,700,2866.34
22480,RED TEA TOWEL CLASSIC DESIGN,1.2736704119850186,2368,2863.06
21424,WOODLAND STORAGE BOX LARGE,4.811619718309859,955,2861.64
23427,STOOL HOME SWEET HOME,12.967478260869566,237,2860.58
22073,RETRO SPOT STORAGE JAR,4.591075949367089,729,2853.29
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,0.9357179487179488,3565,2852.63
23504,PLAYING CARDS JUBILEE UNION JACK,1.3483410138248846,1927,2848.89
22930,BAKING MOULD HEART MILK CHOCOLATE,3.073350785340314,1108,2846.8
23212,HEART WREATH DECORATION WITH BELL,1.4963157894736843,2284,2845.89
21324,HANGING MEDINA LANTERN SMALL,3.7048022598870056,1014,2845.71
21688,SILVER PLATE CANDLE BOWL SMALL,3.6079577464788737,912,2845.65
22080,RIBBON REEL POLKADOTS,2.0024489795918368,1676,2843.86
22449,SILK PURSE BABUSHKA PINK,3.3467272727272728,863,2843.8300000000004
21439,BASKET OF TOADSTOOLS,1.5492181069958846,2259,2837.54
22576,SWALLOW WOODEN CHRISTMAS DECORATION,1.0617867435158501,3132,2835.08
22285,"DECORATION HEN ON NEST, HANGING",1.868157894736842,1877,2829.19
22731,3D CHRISTMAS STAMPS STICKERS,1.5429361702127657,2018,2828.62
22710,WRAP I LOVE LONDON,0.4159537572254335,7184,2821.28
22217,T-LIGHT HOLDER HANGING LACE,1.405925925925926,2374,2814.81
22671,FRENCH LAUNDRY SIGN BLUE METAL,2.044412955465587,1688,2811.34
21508,VINTAGE KID DOLLY CARD,0.517097966728281,6716,2808.62
35001W,HAND OPEN SHAPE DECO.WHITE,4.085520833333334,883,2806.69
22452,MEASURING TAPE BABUSHKA PINK,2.5631578947368423,1089,2806.4
84909A,PINK PAISLEY QUILT,17.176666666666666,209,2797.55
22974,CHILDRENS DOLLY GIRL MUG,2.039433962264151,1636,2795.81
22696,WICKER WREATH LARGE,2.258406779661017,1415,2790.83
21360,JOY LARGE WOOD LETTERS,10.0931,441,2790.41
22101,MIRROR MOSAIC VOTIVE HOLDER,2.3282905982905984,1909,2790.27
85199S,SMALL HANGING IVORY/RED WOOD BIRD,0.5843775100401606,6022,2789.28
22949,36 DOILIES DOLLY GIRL,1.736604938271605,1965,2788.5299999999997
84519A,TOMATO CHARLIE+LOLA COASTER SET,2.9695566502463056,1200,2788.45
21796,SET OF 3 RED STRIPE BASKETS,12.662089552238806,324,2782.19
21728,METAL MEDINA LANTERN,13.710249999999998,298,2773.11
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,3.576212121212121,912,2771.34
21682,LARGE MEDINA STAMPED METAL BOWL,5.280526315789474,559,2767.59
85132B,CHARLIE AND LOLA TABLE TINS,4.942682926829268,919,2767.5299999999997
22365,DOOR MAT RESPECTABLE HOUSE,8.27260162601626,379,2765.69
22242,5 HOOK HANGER MAGIC TOADSTOOL,1.8511711711711711,1774,2763.96
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,1.7966009852216749,1702,2761.9
22081,RIBBON REEL FLORA + FAUNA,2.1825986842105265,1559,2761.04
21683,MEDIUM MEDINA STAMPED METAL BOWL,3.308627450980392,936,2757.47
23542,WALL ART 70'S ALPHABET,10.14864864864865,356,2757.06
22675,FRENCH KITCHEN SIGN BLUE METAL,1.4426373626373625,2227,2754.95
15058C,ICE CREAM DESIGN GARDEN PARASOL,9.667049180327869,470,2753.72
22145,CHRISTMAS CRAFT HEART STOCKING,2.3686069651741297,1306,2752.66
84795C,OCEAN STRIPE HAMMOCK,9.477954545454544,325,2752.59
23147,SINGLE ANTIQUE ROSE HOOK IVORY,1.5256226415094338,1868,2752.2
51014C,"FEATHER PEN,COAL BLACK",0.8284586466165413,4268,2751.5
85015,SET OF 12  VINTAGE POSTCARD SET,1.8354724409448817,2908,2750.0
22315,200 RED + WHITE BENDY STRAWS,1.448560411311054,2136,2749.51
22525,CHILDRENS GARDEN GLOVES PINK,1.6535258358662615,1946,2748.79
23266,SET OF 3 WOODEN STOCKING DECORATION,1.454005934718101,2053,2743.82
23341,PINK DINER WALL CLOCK,9.943057851239669,307,2741.35
22482,BLUE TEA TOWEL CLASSIC DESIGN,1.2477064220183487,2319,2739.43
23100,SILVER BELLS TABLE DECORATION,1.426235741444867,2166,2739.38
22161,HEART DECORATION RUSTIC HANGING,0.6999212598425197,6726,2738.2799999999997
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,2.454418604651163,1725,2731.7599999999998
22066,LOVE HEART TRINKET POT,1.1550714285714285,3435,2729.16
21788,KIDS RAIN MAC BLUE,0.9104225352112676,3375,2725.0899999999997
22167,OVAL WALL MIRROR DIAMANTE,10.95528735632184,265,2724.42
16161U,WRAP SUKI AND FRIENDS,0.4185576923076923,6676,2721.92
22818,CARD CHRISTMAS VILLAGE,0.47586633663366334,6290,2720.86
22651,GENTLEMAN SHIRT REPAIR KIT,1.1600367647058822,3175,2720.86
22914,BLUE COAT RACK PARIS FASHION,5.446140350877193,570,2720.66
23164,REGENCY CAKE SLICE,5.579673913043479,578,2718.65
22650,CERAMIC PIRATE CHEST MONEY BANK,1.8469473684210527,1786,2717.8799999999997
21808,"CHRISTMAS GARLAND STARS,TREES",3.6015753424657535,1001,2715.53
47480,HANGING PHOTO CLIP ROPE LADDER,2.285066666666667,1638,2713.98
22524,CHILDRENS GARDEN GLOVES BLUE,1.5784067796610168,1925,2713.23
22231,JIGSAW TREE WITH BIRDHOUSE,1.5546843853820598,2135,2712.48
21096,SET/6 FRUIT SALAD  PAPER PLATES,0.6567832167832168,15919,2711.71
23407,SET OF 2 TRAYS HOME SWEET HOME,10.68142857142857,265,2709.43
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,10.901891891891893,343,2703.25
21744,SNOWFLAKE PORTABLE TABLE LIGHT,3.179144144144144,898,2697.16
23333,IVORY WICKER HEART MEDIUM,1.3329218106995884,2089,2695.45
22667,RECIPE BOX RETRO SPOT DESIGN,2.9388268156424586,959,2694.65
85035C,ROSE 3 WICK MORRIS BOX CANDLE,3.203793103448276,1356,2693.85
21224,SET/4 SKULL BADGES,1.2506645569620252,2171,2691.91
22479,DAISY GARDEN MARKER,1.5787441860465117,1939,2691.19
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1.496592356687898,1963,2690.81
22436,12 COLOURED PARTY BALLOONS,0.6843537414965987,4215,2687.05
21204,DAISIES  HONEYCOMB GARLAND,1.9919806763285024,1608,2682.9900000000002
22495,SET OF 2 ROUND TINS CAMEMBERT,3.4214644351464436,940,2682.3199999999997
90057,DIAMANTE RING ASSORTED IN BOX.,1.7997297297297299,1804,2675.88
22155,STAR DECORATION RUSTIC,0.5615774647887324,5925,2671.81
21980,PACK OF 12 RED RETROSPOT TISSUES,0.39127764127764125,8616,2668.33
22028,PENNY FARTHING BIRTHDAY CARD,0.5311811023622047,6344,2665.13
21923,RED/CREAM STRIPE FRINGE HAMMOCK,8.58436974789916,337,2662.64
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,5.374259259259259,925,2661.67
85049B,LUSH GREENS RIBBONS,1.3162941176470588,2126,2653.3
21693,SMALL HAMMERED SILVER CANDLEPOT,3.3857500000000003,871,2648.62
22500,SET OF 2 TINS JARDIN DE PROVENCE,5.186834170854271,580,2647.31
21742,LARGE ROUND WICKER PLATTER,6.052820512820513,437,2647.28
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,3.5144155844155844,798,2645.2599999999998
22152,PLACE SETTING WHITE STAR,0.5179919678714859,6241,2642.28
21897,POTTING SHED CANDLE CITRONELLA,3.107037037037037,866,2641.3599999999997
82600,N0 SINGING METAL SIGN,2.673673469387755,1225,2639.42
22270,HAPPY EASTER HANGING DECORATION,4.247405063291139,685,2638.67
84754,S/15 SILVER GLASS BAUBLES IN BAG,1.5527232142857144,2083,2634.59
85049F,BABY BOOM RIBBONS,1.3125078369905956,2110,2634.0
22146,EASTER CRAFT IVY WREATH WITH CHICK,2.0039449541284404,1413,2633.13
22376,AIRLINE BAG VINTAGE JET SET WHITE,5.216546184738956,529,2632.18
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1.7253333333333334,1838,2628.47
21422,PORCELAIN ROSE SMALL,1.0762837837837838,3160,2619.17
22758,LARGE PURPLE BABUSHKA NOTEBOOK,1.5309119496855346,2437,2618.35
84849D,HOT BATHS SOAP HOLDER,1.8957088122605363,1558,2618.27
22713,CARD I LOVE LONDON,0.5608648648648649,6084,2616.12
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,2.49421768707483,1388,2613.82
22046,TEA PARTY  WRAPPING PAPER,0.41846153846153844,6375,2613.5
47585A,PINK FAIRY CAKE CUSHION COVER,4.460067567567568,1084,2612.88
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,3.2954545454545454,1183,2606.64
85227,SET OF 6 3D KIT CARDS FOR KIDS,1.106153846153846,2848,2605.75
23054,RECYCLED ACAPULCO MAT LAVENDER,9.533076923076923,295,2604.93
85034C,3 ROSE MORRIS BOXED CANDLES,2.908627450980392,1314,2604.15
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1.822230215827338,1707,2601.15
72799E,IVORY PILLAR CANDLE SILVER FLOCK,2.9414525139664804,1232,2600.64
37502,TEA TIME MUG IN GIFT BOX,3.311387283236994,868,2599.79
22439,6 ROCKET BALLOONS,0.7315945945945946,3891,2599.0099999999998
22190,LOCAL CAFE MUG,2.361469387755102,1400,2591.67
90062,CARNIVAL BRACELET,12.660181818181817,204,2591.42
22199,FRYING PAN RED RETROSPOT,5.282626728110599,617,2590.21
22933,BAKING MOULD EASTER EGG MILK CHOC,3.48869918699187,940,2585.92
84968E,S/16 VINTAGE BLACK CUTLERY,12.53875,225,2585.45
21589,SWALLOW GIANT TUBE MATCHES,2.5044943820224717,1119,2583.45
21171,BATHROOM METAL SIGN,1.6744444444444444,1845,2578.27
21642,ASSORTED TUTTI FRUTTI PEN,0.8806896551724137,4413,2575.18
23534,STOP FOR TEA WALL ART,5.775853658536586,518,2572.7
82597,BOMBS AWAY METAL SIGN,2.577926267281106,1210,2569.66
22471,TV DINNER TRAY AIR HOSTESS,5.779318181818182,627,2568.7599999999998
21653,GLASS ETCHED T-LIGHT HOLDER LARGE,2.266086956521739,1246,2565.67
22828,REGENCY MIRROR WITH SHUTTERS,154.0909090909091,17,2565.0
23292,SPACEBOY CHILDRENS CUP,1.5344239631336405,2050,2557.57
21288,STRIPEY CHOCOLATE NESTING BOXES,3.34125,982,2557.47
22939,APRON APPLE DELIGHT,5.724705882352942,516,2556.66
21499,BLUE SPOTS  WRAP,0.41673469387755097,6350,2555.0
20960,WATERMELON BATH SPONGE,1.6572018348623851,1900,2550.84
22735,RIBBON REEL SOCKS AND MITTENS,2.3392340425531915,1434,2541.38
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,3.890381679389313,986,2539.29
21898,POTTING SHED ROSE CANDLE,3.0016239316239317,827,2538.8100000000004
23131,MISTLETOE HEART WREATH CREAM,4.21018018018018,624,2535.48
20787,BLUE RETRO BAR STOOL,38.021875,69,2535.1
21215,IVORY PAPER CUP CAKE CASES,0.8702372881355933,4349,2533.88
22197,"POPCORN HOLDER , SMALL",1.04,3189,2531.64
21203,BUTTERFLIES  HONEYCOMB GARLAND,2.0413513513513513,1539,2527.0
23681,LUNCH BAG RED VINTAGE DOILY,1.8662406015037591,1576,2525.04
22451,SILK PURSE BABUSHKA RED,3.9706535947712416,734,2521.7200000000003
22342,HOME GARLAND PAINTED ZINC,2.0389565217391303,1817,2521.25
22350,CAT BOWL,2.9835245901639342,946,2521.2400000000002
22415,WHITE TISSUE REAM,7.95,317,2520.15
21792,CLASSIC FRENCH STYLE BASKET GREEN,5.968297872340425,494,2517.88
21431,GREEN GINGHAM FLOWER JEWELLERY BOX,1.9398924731182796,1483,2511.3599999999997
84968A,S/16 VINTAGE ROSE CUTLERY,14.674,190,2511.24
23424,GINGHAM RECIPE BOOK BOX,6.186740740740741,462,2509.62
21323,HANGING MEDINA LANTERN LARGE,5.57325,740,2506.89
22937,BAKING MOULD CHOCOLATE CUPCAKES,2.928509316770186,948,2502.04
23316,RED REFECTORY CLOCK,11.109454545454545,250,2501.64
22291,"SPRING DEC , HANGING CHICK CREAM",1.6448965517241378,1900,2499.58
82567,"AIRLINE LOUNGE,METAL SIGN",2.17200408997955,1207,2498.98
85054,FRENCH ENAMEL POT W LID,3.4911538461538467,916,2495.02
23367,SET 12 COLOUR PENCILS SPACEBOY,0.7566666666666667,3278,2491.2
85041,SET/4 PINK ORCHID CANDLES IN BOWL,1.7864210526315787,1853,2489.87
21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,8.614596774193549,315,2486.6600000000003
22091,EMPIRE TISSUE BOX,1.2600925925925925,3179,2485.86
21680,WOODLAND  STICKERS,1.141003717472119,2858,2483.68
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,13.198374999999999,214,2479.35
85206B,PINK FELT EASTER EGG BASKET,1.8157065217391304,1538,2477.3
22742,MAKE YOUR OWN PLAYTIME CARD KIT,3.091758241758242,1002,2475.3
22129,PARTY CONES CANDY TREE DECORATION,1.197314814814815,2792,2473.16
22153,ANGEL DECORATION STARS ON DRESS,0.5477133105802048,5705,2469.16
21686,MEDINA STAMPED METAL STOOL,39.29515151515152,65,2460.1400000000003
23352,ROLL WRAP 50'S RED CHRISTMAS,1.511643192488263,1800,2459.2
22829,SWEETHEART WIRE WALL TIDY,11.002478632478633,240,2458.62
21616,4 PEAR BOTANICAL DINNER CANDLES,2.465969387755102,1152,2458.58
20668,DISCO BALL CHRISTMAS DECORATION,0.16567204301075267,20951,2454.88
22911,PAPER CHAIN KIT LONDON,3.219818181818182,853,2454.35
21330,WOODLAND ANIMAL  WRITING SET,2.2783251231527095,1452,2454.07
21747,SMALL SKULL WINDMILL,1.4423376623376625,2049,2452.35
21823,PAINTED METAL HEART WITH HOLLY BELL,1.3124778761061948,2468,2447.72
23489,VINTAGE BELLS GARLAND,3.24283870967742,821,2443.35
21789,KIDS RAIN MAC PINK,0.9376923076923076,2920,2437.0699999999997
84840,SWEETHEART CARRY-ALL BASKET,9.002642857142858,282,2430.82
22021,BLUE FELT EASTER EGG BASKET,1.7891176470588235,1413,2430.31
21809,CHRISTMAS HANGING TREE WITH BELL,1.2378301886792453,3015,2427.89
21462,"NURSERY A,B,C PAINTED LETTERS",6.878888888888889,413,2425.41
23406,HOME SWEET HOME KEY HOLDER,7.10990990990991,456,2422.66
21274,EMBOSSED HEART 3 DRAWER SHELF,14.656037735849056,175,2420.69
21973,SET OF 36 MUSHROOM PAPER DOILIES,1.7956190476190474,1670,2420.0299999999997
22613,PACK OF 20 SPACEBOY NAPKINS,0.9653571428571429,3051,2419.7599999999998
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,3.7038823529411764,790,2419.68
22789,T-LIGHT HOLDER SWEETHEART HANGING,2.1268000000000002,1238,2419.54
22609,PENS ASSORTED SPACEBALL,0.565,7087,2414.54
22362,GLASS JAR PEACOCK BATH SALTS,3.8228853754940713,747,2410.53
22540,MINI JIGSAW CIRCUS PARADE,0.4966315789473684,6162,2410.29
22897,OVEN MITT APPLES DESIGN,1.7822264150943394,1613,2409.75
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,6.854074074074074,461,2409.34
23265,SET OF 3 WOODEN TREE DECORATIONS,1.4839016393442621,1769,2404.79
85059,FRENCH ENAMEL WATER BASIN,4.293896713615023,701,2399.89
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,4.130116959064328,619,2389.21
20674,GREEN POLKADOT BOWL,1.5461111111111112,1848,2385.08
84818,DANISH ROSE PHOTO FRAME,2.0407943925233645,1788,2382.25
21531,RETRO SPOT SUGAR JAM BOWL,3.2413197969543144,921,2382.24
84795B,SUNSET CHECK HAMMOCK,8.963333333333333,298,2379.09
21811,HANGING HEART WITH BELL,0.9162995594713657,4619,2374.7999999999997
10133,COLOURING PENCILS BROWN TUBE,0.7457093425605537,3837,2373.26
47570,ENGLISH ROSE TABLE CLOTH,12.235696202531646,220,2373.01
23498,CLASSIC BICYCLE CLIPS,1.657941176470588,1640,2372.68
84997d,CHILDRENS CUTLERY POLKADOT PINK,8.434477611940297,285,2372.33
23535,BICYCLE SAFTEY WALL ART,5.782307692307692,458,2371.94
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,4.6737254901960785,577,2368.37
21262,WHITE GOOSE FEATHER CHRISTMAS TREE,6.068484848484848,606,2366.02
85034A,3 GARDENIA MORRIS BOXED CANDLES,3.896338028169014,846,2364.82
21468,BUTTERFLY CROCHET FOOD COVER,4.018827586206896,669,2361.39
22537,MAGIC DRAWING SLATE DINOSAUR,0.48890449438202244,5717,2360.43
21873,IF YOU CAN'T STAND THE HEAT MUG,1.6709547738693467,2010,2360.0099999999998
23401,RUSTIC MIRROR WITH LACE HEART,7.090361445783133,459,2354.87
23412,HEART MIRROR ANTIQUE WHITE,7.724415584415584,358,2354.8
22421,LIPSTICK PEN FUSCHIA,0.5895913461538461,4721,2351.86
21824,PAINTED METAL STAR WITH HOLLY BELLS,1.1228636363636364,2782,2351.46
21437,24 HANGING EASTER EGGS FLORAL TUB,3.9735964912280703,677,2350.92
21126,SET OF 6 GIRLS CELEBRATION CANDLES,1.3368166089965396,2325,2349.22
22642,SET OF 4 NAPKIN CHARMS STARS,2.5832876712328763,989,2348.4700000000003
23396,LE JARDIN BOTANIQUE CUSHION COVER,4.7814035087719295,559,2345.0
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,4.322417582417582,646,2344.9
23437,50'S CHRISTMAS GIFT BAG LARGE,1.4265891472868217,1915,2343.63
84459B,YELLOW METAL CHICKEN HEART,2.115852534562212,1475,2341.77
84509F,SET OF 4 NEW ENGLAND PLACEMATS,3.989166666666667,2749,2336.1
ADJUST,Adjustment by john on 26/01/2010 16,116.72149999999999,20,2334.43
21826,EIGHT PIECE DINOSAUR SET,1.461726907630522,1800,2326.87
22251,BIRDHOUSE DECORATION MAGIC GARDEN,1.5625913621262457,1871,2317.64
22306,SILVER MUG BONE CHINA TREE OF LIFE,2.025333333333333,1621,2316.2
21615,4 LAVENDER BOTANICAL DINNER CANDLES,2.350348837209302,1168,2308.67
23371,SET 36 COLOUR PENCILS SPACEBOY,1.5179032258064515,1705,2304.78
22363,GLASS JAR MARMALADE,3.641860465116279,781,2303.39
21947,SET OF 6 HEART CHOPSTICKS,1.7194078947368419,1675,2302.81
22983,CARD BILLBOARD FONT,0.5278713968957871,5395,2300.21
71459,HANGING JAM JAR T-LIGHT HOLDERS,1.0443478260869565,2813,2298.05
21482,MUSHROOM BLUE HOT WATER BOTTLE,3.6295135135135137,740,2296.7599999999998
21741,COSY SLIPPER SHOES LARGE GREEN,3.830260416666667,701,2293.75
85176,SEWING SUSAN 21 NEEDLE SET,1.137843137254902,2748,2293.0
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,0.9920068027210883,2740,2292.22
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,0.533872,5077,2289.73
84997b,CHILDRENS CUTLERY RETROSPOT RED,8.623793103448275,273,2287.37
23330,DECORATIVE WICKER HEART MEDIUM,1.3630044843049327,1794,2286.97
21464,DISCO BALL ROTATOR BATTERY OPERATED,4.2453917050691246,539,2286.75
22831,WHITE BROCANTE SOAP DISH,3.337714285714286,776,2286.2799999999997
85199L,LARGE HANGING IVORY & RED WOOD BIRD,0.836,3455,2285.02
23029,DRAWER KNOB CRACKLE GLAZE GREEN,1.8390909090909089,1340,2284.12
20665,RED SPOTTY PURSE,3.578525641025641,736,2278.17
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,1.9567415730337079,1396,2277.5
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,2.3574825174825174,1512,2275.75
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,2.426944444444444,1203,2274.79
85172,HYACINTH BULB T-LIGHT CANDLES,1.2240522875816993,4271,2274.56
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,2.4219999999999997,1190,2271.24
85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,6.527916666666666,547,2270.73
22539,MINI JIGSAW DOLLY GIRL,0.5402811244979919,5654,2268.13
85114C,RED ENCHANTED FOREST PLACEMAT,1.976867469879518,1179,2263.06
35001G,HAND OPEN SHAPE GOLD,4.204857142857143,715,2259.47
22133,PINK LOVE HEART SHAPE CUP,1.233079268292683,2464,2258.61
22024,RAINY LADIES BIRTHDAY CARD,0.5579271070615034,5391,2257.0
22973,CHILDREN'S CIRCUS PARADE MUG,2.0245098039215685,1325,2254.93
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1.95914979757085,1442,2253.7
21696,SMALL SILVER TRELLIS CANDLEPOT,3.2544859813084113,749,2251.14
84469,ROSE DES PADDED FLOOR CUSHION,5.513863636363637,664,2249.41
21819,GLITTER CHRISTMAS STAR,0.7114396887159533,3847,2247.14
21187,WHITE BELL HONEYCOMB PAPER GARLAND,2.020945945945946,1344,2243.78
21804,WHITE CHRISTMAS GARLAND STARS TREES,3.843380281690141,597,2240.99
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,5.623176470588236,471,2239.34
23093,SMALL PARISIENNE HEART PHOTO FRAME,2.7882394366197185,939,2239.2400000000002
20931,BLUE POT PLANT CANDLE,4.795632911392405,673,2238.07
